	ORF	Gene	SGDID	GO_Aspect	GO_Slim_Term	GOID	Feature_type	Feature_typed_Filtered
17585	YHR067W	HTD2	S000001109	P	monocarboxylic acid metabolic process	GO:0032787	ORF|Verified	True
17588	YHR068W	DYS1	S000001110	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
17592	YHR069C	RRP4	S000001111	P	RNA catabolic process	GO:0006401	ORF|Verified	True
17593	YHR069C	RRP4	S000001111	P	rRNA processing	GO:0006364	ORF|Verified	True
17594	YHR069C	RRP4	S000001111	P	snoRNA processing	GO:0043144	ORF|Verified	True
17606	YHR070W	TRM5	S000001112	P	RNA modification	GO:0009451	ORF|Verified	True
17607	YHR070W	TRM5	S000001112	P	mitochondrion organization	GO:0007005	ORF|Verified	True
17608	YHR070W	TRM5	S000001112	P	tRNA processing	GO:0008033	ORF|Verified	True
17617	YHR072W	ERG7	S000001114	P	lipid metabolic process	GO:0006629	ORF|Verified	True
17621	YHR072W-A	NOP10	S000007455	P	RNA modification	GO:0009451	ORF|Verified	True
17622	YHR072W-A	NOP10	S000007455	P	rRNA processing	GO:0006364	ORF|Verified	True
17634	YHR073W	OSH3	S000001115	P	conjugation	GO:0000746	ORF|Verified	True
17635	YHR073W	OSH3	S000001115	P	endocytosis	GO:0006897	ORF|Verified	True
17636	YHR073W	OSH3	S000001115	P	exocytosis	GO:0006887	ORF|Verified	True
17637	YHR073W	OSH3	S000001115	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
17638	YHR073W	OSH3	S000001115	P	lipid transport	GO:0006869	ORF|Verified	True
17639	YHR073W	OSH3	S000001115	P	nucleus organization	GO:0006997	ORF|Verified	True
17640	YHR073W	OSH3	S000001115	P	organelle fusion	GO:0048284	ORF|Verified	True
17641	YHR073W	OSH3	S000001115	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
17649	YHR074W	QNS1	S000001116	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
17650	YHR074W	QNS1	S000001116	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
17657	YHR075C	PPE1	S000001117	P	mitochondrial translation	GO:0032543	ORF|Verified	True
17658	YHR075C	PPE1	S000001117	P	mitochondrion organization	GO:0007005	ORF|Verified	True
17665	YHR076W	PTC7	S000001118	P	protein dephosphorylation	GO:0006470	ORF|Verified	True
17668	YHR077C	NMD2	S000001119	P	DNA recombination	GO:0006310	ORF|Verified	True
17669	YHR077C	NMD2	S000001119	P	RNA catabolic process	GO:0006401	ORF|Verified	True
17683	YHR079C	IRE1	S000001121	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
17684	YHR079C	IRE1	S000001121	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
17685	YHR079C	IRE1	S000001121	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
17686	YHR079C	IRE1	S000001121	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
17687	YHR079C	IRE1	S000001121	P	protein phosphorylation	GO:0006468	ORF|Verified	True
17688	YHR079C	IRE1	S000001121	P	protein targeting	GO:0006605	ORF|Verified	True
17689	YHR079C	IRE1	S000001121	P	response to chemical	GO:0042221	ORF|Verified	True
17690	YHR079C	IRE1	S000001121	P	signaling	GO:0023052	ORF|Verified	True
17694	YHR079C-A	SAE3	S000001957	P	DNA recombination	GO:0006310	ORF|Verified	True
17695	YHR079C-A	SAE3	S000001957	P	DNA repair	GO:0006281	ORF|Verified	True
17696	YHR079C-A	SAE3	S000001957	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
17697	YHR079C-A	SAE3	S000001957	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
17698	YHR079C-A	SAE3	S000001957	P	organelle fission	GO:0048285	ORF|Verified	True
17706	YHR080C	LAM4	S000001122	P	lipid transport	GO:0006869	ORF|Verified	True
17711	YHR081W	LRP1	S000001123	P	RNA catabolic process	GO:0006401	ORF|Verified	True
17712	YHR081W	LRP1	S000001123	P	rRNA processing	GO:0006364	ORF|Verified	True
17713	YHR081W	LRP1	S000001123	P	snoRNA processing	GO:0043144	ORF|Verified	True
17720	YHR082C	KSP1	S000001124	P	protein phosphorylation	GO:0006468	ORF|Verified	True
17721	YHR082C	KSP1	S000001124	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
17722	YHR082C	KSP1	S000001124	P	signaling	GO:0023052	ORF|Verified	True
17728	YHR083W	SAM35	S000001125	P	mitochondrion organization	GO:0007005	ORF|Verified	True
17729	YHR083W	SAM35	S000001125	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
17730	YHR083W	SAM35	S000001125	P	protein targeting	GO:0006605	ORF|Verified	True
17731	YHR083W	SAM35	S000001125	P	transmembrane transport	GO:0055085	ORF|Verified	True
17735	YHR084W	STE12	S000001126	P	conjugation	GO:0000746	ORF|Verified	True
17736	YHR084W	STE12	S000001126	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
17737	YHR084W	STE12	S000001126	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
17738	YHR084W	STE12	S000001126	P	response to chemical	GO:0042221	ORF|Verified	True
17739	YHR084W	STE12	S000001126	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
17743	YHR085W	IPI1	S000001127	P	DNA replication	GO:0006260	ORF|Verified	True
17744	YHR085W	IPI1	S000001127	P	organelle assembly	GO:0070925	ORF|Verified	True
17745	YHR085W	IPI1	S000001127	P	rRNA processing	GO:0006364	ORF|Verified	True
17746	YHR085W	IPI1	S000001127	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
17747	YHR085W	IPI1	S000001127	P	ribosomal large subunit biogenesis	GO:0042273	ORF|Verified	True
17748	YHR085W	IPI1	S000001127	P	ribosome assembly	GO:0042255	ORF|Verified	True
17753	YHR086W	NAM8	S000001128	P	RNA splicing	GO:0008380	ORF|Verified	True
17754	YHR086W	NAM8	S000001128	P	mRNA processing	GO:0006397	ORF|Verified	True
17766	YHR088W	RPF1	S000001130	P	nuclear transport	GO:0051169	ORF|Verified	True
17767	YHR088W	RPF1	S000001130	P	organelle assembly	GO:0070925	ORF|Verified	True
17768	YHR088W	RPF1	S000001130	P	rRNA processing	GO:0006364	ORF|Verified	True
17769	YHR088W	RPF1	S000001130	P	ribosomal large subunit biogenesis	GO:0042273	ORF|Verified	True
17770	YHR088W	RPF1	S000001130	P	ribosomal subunit export from nucleus	GO:0000054	ORF|Verified	True
17771	YHR088W	RPF1	S000001130	P	ribosome assembly	GO:0042255	ORF|Verified	True
17775	YHR089C	GAR1	S000001131	P	RNA modification	GO:0009451	ORF|Verified	True
17780	YHR090C	YNG2	S000001132	P	DNA repair	GO:0006281	ORF|Verified	True
17781	YHR090C	YNG2	S000001132	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
17782	YHR090C	YNG2	S000001132	P	chromatin organization	GO:0006325	ORF|Verified	True
17783	YHR090C	YNG2	S000001132	P	histone modification	GO:0016570	ORF|Verified	True
17784	YHR090C	YNG2	S000001132	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
17785	YHR090C	YNG2	S000001132	P	protein acylation	GO:0043543	ORF|Verified	True
17789	YHR091C	MSR1	S000001133	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
17790	YHR091C	MSR1	S000001133	P	mitochondrial translation	GO:0032543	ORF|Verified	True
17791	YHR091C	MSR1	S000001133	P	mitochondrion organization	GO:0007005	ORF|Verified	True
17792	YHR091C	MSR1	S000001133	P	tRNA aminoacylation for protein translation	GO:0006418	ORF|Verified	True
17796	YHR092C	HXT4	S000001134	P	carbohydrate transport	GO:0008643	ORF|Verified	True
17803	YHR094C	HXT1	S000001136	P	carbohydrate transport	GO:0008643	ORF|Verified	True
17810	YHR096C	HXT5	S000001138	P	carbohydrate transport	GO:0008643	ORF|Verified	True
17822	YHR098C	SFB3	S000001140	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
17823	YHR098C	SFB3	S000001140	P	vesicle organization	GO:0016050	ORF|Verified	True
17827	YHR099W	TRA1	S000001141	P	DNA repair	GO:0006281	ORF|Verified	True
17828	YHR099W	TRA1	S000001141	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
17829	YHR099W	TRA1	S000001141	P	chromatin organization	GO:0006325	ORF|Verified	True
17830	YHR099W	TRA1	S000001141	P	histone modification	GO:0016570	ORF|Verified	True
17831	YHR099W	TRA1	S000001141	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
17832	YHR099W	TRA1	S000001141	P	protein acylation	GO:0043543	ORF|Verified	True
17833	YHR099W	TRA1	S000001141	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
17838	YHR100C	GEP4	S000001142	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
17839	YHR100C	GEP4	S000001142	P	lipid metabolic process	GO:0006629	ORF|Verified	True
17845	YHR101C	BIG1	S000001143	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
17851	YHR102W	KIC1	S000001144	P	cell budding	GO:0007114	ORF|Verified	True
17852	YHR102W	KIC1	S000001144	P	cell morphogenesis	GO:0000902	ORF|Verified	True
17853	YHR102W	KIC1	S000001144	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
17856	YHR103W	SBE22	S000001145	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
17862	YHR104W	GRE3	S000001146	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
17863	YHR104W	GRE3	S000001146	P	response to chemical	GO:0042221	ORF|Verified	True
17864	YHR104W	GRE3	S000001146	P	response to osmotic stress	GO:0006970	ORF|Verified	True
17865	YHR104W	GRE3	S000001146	P	response to oxidative stress	GO:0006979	ORF|Verified	True
17871	YHR105W	YPT35	S000001147	P	biological_process	GO:0008150	ORF|Verified	True
17875	YHR106W	TRR2	S000001148	P	response to chemical	GO:0042221	ORF|Verified	True
17876	YHR106W	TRR2	S000001148	P	response to oxidative stress	GO:0006979	ORF|Verified	True
17889	YHR107C	CDC12	S000001149	P	cytokinesis	GO:0000910	ORF|Verified	True
17890	YHR107C	CDC12	S000001149	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
17891	YHR107C	CDC12	S000001149	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
17892	YHR107C	CDC12	S000001149	P	organelle assembly	GO:0070925	ORF|Verified	True
17893	YHR107C	CDC12	S000001149	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
17894	YHR107C	CDC12	S000001149	P	protein phosphorylation	GO:0006468	ORF|Verified	True
17895	YHR107C	CDC12	S000001149	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
17902	YHR108W	GGA2	S000001150	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
17903	YHR108W	GGA2	S000001150	P	endosomal transport	GO:0016197	ORF|Verified	True
17904	YHR108W	GGA2	S000001150	P	protein targeting	GO:0006605	ORF|Verified	True
17905	YHR108W	GGA2	S000001150	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
17909	YHR109W	CTM1	S000001151	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
17910	YHR109W	CTM1	S000001151	P	protein alkylation	GO:0008213	ORF|Verified	True
17921	YHR111W	UBA4	S000001153	P	RNA modification	GO:0009451	ORF|Verified	True
17922	YHR111W	UBA4	S000001153	P	cell budding	GO:0007114	ORF|Verified	True
17923	YHR111W	UBA4	S000001153	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
17924	YHR111W	UBA4	S000001153	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
17925	YHR111W	UBA4	S000001153	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
17926	YHR111W	UBA4	S000001153	P	response to chemical	GO:0042221	ORF|Verified	True
17927	YHR111W	UBA4	S000001153	P	response to oxidative stress	GO:0006979	ORF|Verified	True
17928	YHR111W	UBA4	S000001153	P	tRNA processing	GO:0008033	ORF|Verified	True
17947	YHR114W	BZZ1	S000001156	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
17948	YHR114W	BZZ1	S000001156	P	endocytosis	GO:0006897	ORF|Verified	True
17949	YHR114W	BZZ1	S000001156	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
17950	YHR114W	BZZ1	S000001156	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
17951	YHR114W	BZZ1	S000001156	P	response to osmotic stress	GO:0006970	ORF|Verified	True
17954	YHR115C	DMA1	S000001157	P	chromosome segregation	GO:0007059	ORF|Verified	True
17955	YHR115C	DMA1	S000001157	P	cytokinesis	GO:0000910	ORF|Verified	True
17956	YHR115C	DMA1	S000001157	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
17957	YHR115C	DMA1	S000001157	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
17958	YHR115C	DMA1	S000001157	P	organelle assembly	GO:0070925	ORF|Verified	True
17959	YHR115C	DMA1	S000001157	P	organelle fission	GO:0048285	ORF|Verified	True
17960	YHR115C	DMA1	S000001157	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
17961	YHR115C	DMA1	S000001157	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
17962	YHR115C	DMA1	S000001157	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
17963	YHR115C	DMA1	S000001157	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
17964	YHR115C	DMA1	S000001157	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
17968	YHR116W	COX23	S000001158	P	mitochondrion organization	GO:0007005	ORF|Verified	True
17969	YHR116W	COX23	S000001158	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
17976	YHR117W	TOM71	S000001159	P	mitochondrion organization	GO:0007005	ORF|Verified	True
17977	YHR117W	TOM71	S000001159	P	protein targeting	GO:0006605	ORF|Verified	True
17981	YHR118C	ORC6	S000001160	P	DNA replication	GO:0006260	ORF|Verified	True
17982	YHR118C	ORC6	S000001160	P	chromatin organization	GO:0006325	ORF|Verified	True
17987	YHR119W	SET1	S000001161	P	chromatin organization	GO:0006325	ORF|Verified	True
17988	YHR119W	SET1	S000001161	P	histone modification	GO:0016570	ORF|Verified	True
17989	YHR119W	SET1	S000001161	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
17990	YHR119W	SET1	S000001161	P	organelle fission	GO:0048285	ORF|Verified	True
17991	YHR119W	SET1	S000001161	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
17992	YHR119W	SET1	S000001161	P	protein acylation	GO:0043543	ORF|Verified	True
17993	YHR119W	SET1	S000001161	P	protein alkylation	GO:0008213	ORF|Verified	True
17994	YHR119W	SET1	S000001161	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
17995	YHR119W	SET1	S000001161	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
17996	YHR119W	SET1	S000001161	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
17997	YHR119W	SET1	S000001161	P	sporulation	GO:0043934	ORF|Verified	True
17998	YHR119W	SET1	S000001161	P	telomere organization	GO:0032200	ORF|Verified	True
17999	YHR119W	SET1	S000001161	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
18005	YHR120W	MSH1	S000001162	P	DNA repair	GO:0006281	ORF|Verified	True
18006	YHR120W	MSH1	S000001162	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
18007	YHR120W	MSH1	S000001162	P	mitochondrion organization	GO:0007005	ORF|Verified	True
18016	YHR122W	CIA2	S000001164	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
18023	YHR123W	EPT1	S000001165	P	lipid metabolic process	GO:0006629	ORF|Verified	True
18028	YHR124W	NDT80	S000001166	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
18029	YHR124W	NDT80	S000001166	P	organelle fission	GO:0048285	ORF|Verified	True
18030	YHR124W	NDT80	S000001166	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
18040	YHR127W	YHR127W	S000001169	P	chromosome segregation	GO:0007059	ORF|Verified	True
18041	YHR127W	YHR127W	S000001169	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
18042	YHR127W	YHR127W	S000001169	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
18043	YHR127W	YHR127W	S000001169	P	organelle fission	GO:0048285	ORF|Verified	True
18053	YHR129C	ARP1	S000001171	P	chromosome segregation	GO:0007059	ORF|Verified	True
18054	YHR129C	ARP1	S000001171	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
18055	YHR129C	ARP1	S000001171	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
18056	YHR129C	ARP1	S000001171	P	organelle fission	GO:0048285	ORF|Verified	True
18057	YHR129C	ARP1	S000001171	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
18058	YHR129C	ARP1	S000001171	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
18083	YHR133C	NSG1	S000001175	P	lipid metabolic process	GO:0006629	ORF|Verified	True
18088	YHR134W	WSS1	S000001176	P	DNA repair	GO:0006281	ORF|Verified	True
18089	YHR134W	WSS1	S000001176	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
18090	YHR134W	WSS1	S000001176	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
18091	YHR134W	WSS1	S000001176	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
18100	YHR135C	YCK1	S000001177	P	cell morphogenesis	GO:0000902	ORF|Verified	True
18101	YHR135C	YCK1	S000001177	P	endocytosis	GO:0006897	ORF|Verified	True
18102	YHR135C	YCK1	S000001177	P	protein phosphorylation	GO:0006468	ORF|Verified	True
18103	YHR135C	YCK1	S000001177	P	response to chemical	GO:0042221	ORF|Verified	True
18104	YHR135C	YCK1	S000001177	P	signaling	GO:0023052	ORF|Verified	True
18107	YHR136C	SPL2	S000001178	P	protein targeting	GO:0006605	ORF|Verified	True
18114	YHR137W	ARO9	S000001179	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
18117	YHR138C	YHR138C	S000001180	P	membrane fusion	GO:0061025	ORF|Verified	True
18118	YHR138C	YHR138C	S000001180	P	organelle fusion	GO:0048284	ORF|Verified	True
18119	YHR138C	YHR138C	S000001180	P	vacuole organization	GO:0007033	ORF|Verified	True
18122	YHR139C	SPS100	S000001181	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
18123	YHR139C	SPS100	S000001181	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
18124	YHR139C	SPS100	S000001181	P	sporulation	GO:0043934	ORF|Verified	True
18138	YHR141C	RPL42B	S000001183	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
18146	YHR142W	CHS7	S000001184	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
18147	YHR142W	CHS7	S000001184	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
18148	YHR142W	CHS7	S000001184	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
18149	YHR142W	CHS7	S000001184	P	protein folding	GO:0006457	ORF|Verified	True
18156	YHR143W	DSE2	S000001186	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
18163	YHR143W-A	RPC10	S000001185	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
18164	YHR143W-A	RPC10	S000001185	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
18165	YHR143W-A	RPC10	S000001185	P	transcription from RNA polymerase III promoter	GO:0006383	ORF|Verified	True
18168	YHR144C	DCD1	S000001187	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
18174	YHR146W	CRP1	S000001189	P	biological_process	GO:0008150	ORF|Verified	True
18180	YHR147C	MRPL6	S000001190	P	mitochondrial translation	GO:0032543	ORF|Verified	True
18181	YHR147C	MRPL6	S000001190	P	mitochondrion organization	GO:0007005	ORF|Verified	True
18185	YHR148W	IMP3	S000001191	P	rRNA processing	GO:0006364	ORF|Verified	True
18186	YHR148W	IMP3	S000001191	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
18193	YHR149C	SKG6	S000001192	P	biological_process	GO:0008150	ORF|Verified	True
18198	YHR150W	PEX28	S000001193	P	peroxisome organization	GO:0007031	ORF|Verified	True
18202	YHR151C	MTC6	S000001194	P	biological_process	GO:0008150	ORF|Verified	True
18206	YHR152W	SPO12	S000001195	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
18207	YHR152W	SPO12	S000001195	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
18208	YHR152W	SPO12	S000001195	P	organelle fission	GO:0048285	ORF|Verified	True
18209	YHR152W	SPO12	S000001195	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
18210	YHR152W	SPO12	S000001195	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
18214	YHR153C	SPO16	S000001196	P	DNA recombination	GO:0006310	ORF|Verified	True
18215	YHR153C	SPO16	S000001196	P	chromosome segregation	GO:0007059	ORF|Verified	True
18216	YHR153C	SPO16	S000001196	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
18217	YHR153C	SPO16	S000001196	P	organelle fission	GO:0048285	ORF|Verified	True
